text;text_g;text_s;y_max;page;file
le retour;die Rückkehr;- retourner;547;41;C:\coding\voki\data\SerieVertes2.pdf
une vague;eine Welle;Pour le surf, il faut des -2.;569;41;C:\coding\voki\data\SerieVertes2.pdf
emporter qc;etw. mitnehmen/wegtragen;Se laisser ~ par les vagues, ça peut être dangereux.;594;41;C:\coding\voki\data\SerieVertes2.pdf
la vitesse;die Geschwindigkeit;La police fait des contrôles de ~- 3,;637;41;C:\coding\voki\data\SerieVertes2.pdf
à toute vitesse;mit höchster Geschwindigkeit;Conduire ~ est dangereux.;659;41;C:\coding\voki\data\SerieVertes2.pdf
plus beau que;schöner als;Paris est ~ Lille, je trouve.;706;41;C:\coding\voki\data\SerieVertes2.pdf
quoi;was;A ~ est-ce que tu penses?;727;41;C:\coding\voki\data\SerieVertes2.pdf
Je ne sais pas quoi dire.;Ich weiß nicht, was ich sagen soll.;Tu trouves ce film plus beau que l'autre? .-.;754;41;C:\coding\voki\data\SerieVertes2.pdf
Je ne sais pas à quoi comparer ça.;Ich weiß nicht, womit ich das vergleichen soll.;;797;41;C:\coding\voki\data\SerieVertes2.pdf
arriver à faire qc;gelingen etw. zu tun;Tu m'aides? Je n'~4 ouvrir cette fenêtre.;864;41;C:\coding\voki\data\SerieVertes2.pdf
surveiller qn;jdn. überwachen;A la plage, il faut ~ les petits enfants.;889;41;C:\coding\voki\data\SerieVertes2.pdf
les CRS;Spezialeinheit der frz. Polizei, die auch für die Überwachung der Strände zuständig ist;;911;41;C:\coding\voki\data\SerieVertes2.pdf
moins bon que;weniger gut/schlechter als;Tu aimes ce gâteau? - Oui, mais il est l'autre.;1024;41;C:\coding\voki\data\SerieVertes2.pdf
un nageur/une nageuse;ein Schwimmer/eine Schwimmerin;Les CRS surveillent ~5,;1069;41;C:\coding\voki\data\SerieVertes2.pdf
le danger;die Gefahr;- dangereux/dangereuse;1116;41;C:\coding\voki\data\SerieVertes2.pdf
l'adresse (f.);die Geschicklichkeit;;1138;41;C:\coding\voki\data\SerieVertes2.pdf
aussi sympa que;ebenso sympathisch wie;Mes nouveaux copains sont ~ les vieux.;1160;41;C:\coding\voki\data\SerieVertes2.pdf
un pays;ein Land;Tu viens de quel ~? - Je viens de France.;1184;41;C:\coding\voki\data\SerieVertes2.pdf
le Pays Basque;das Baskenland;Au ~, on joue à la pelote basque.;1207;41;C:\coding\voki\data\SerieVertes2.pdf
Biarritz;frz. Stadt im Baskenland, an der Atlantikküste gelegen;;138;42;C:\coding\voki\data\SerieVertes2.pdf
une personne;eine Person;Mille ~1 sont venues.;250;42;C:\coding\voki\data\SerieVertes2.pdf
j'étais venu(e);ich war gekommen;;274;42;C:\coding\voki\data\SerieVertes2.pdf
un Espagnol/une Espagnole;ein Spanier/eine Spanierin;;298;42;C:\coding\voki\data\SerieVertes2.pdf
Dax;frz. Stadt, nordöstlich von Biarritz;;339;42;C:\coding\voki\data\SerieVertes2.pdf
la «feria»>;Volksfest in Dax;;389;42;C:\coding\voki\data\SerieVertes2.pdf
la plus grande fête;das größte Fest;La Feria de Dax est ~ de l'été.;411;42;C:\coding\voki\data\SerieVertes2.pdf
une course;ein Rennen;- courir;433;42;C:\coding\voki\data\SerieVertes2.pdf
landais/landaise;"der Landschaft „Les Landes"" zugehörig";;455;42;C:\coding\voki\data\SerieVertes2.pdf
une course landaise;z. T. akrobatische, z. T. lustige Vorführung mit Kühen;;502;42;C:\coding\voki\data\SerieVertes2.pdf
une arène;eine Arena;;570;42;C:\coding\voki\data\SerieVertes2.pdf
un saut;ein Sprung;Il a fait ~ de 5 mètres. Ce n'est pas mal.;592;42;C:\coding\voki\data\SerieVertes2.pdf
le meilleur/la meilleure ...;der/die/das beste ...;Même ~ professeur ne sait pas tout.;616;42;C:\coding\voki\data\SerieVertes2.pdf
un sauteur;ein Springer;- le saut;637;42;C:\coding\voki\data\SerieVertes2.pdf
une corrida;ein Stierkampf;;662;42;C:\coding\voki\data\SerieVertes2.pdf
tuer qn;jdn. töten;Notre chien est mort. Quelqu'un l' ~. 2.;683;42;C:\coding\voki\data\SerieVertes2.pdf
un taureau/des taureaux;ein Stier/Stiere;Dans une corrida, on tue des -3.;707;42;C:\coding\voki\data\SerieVertes2.pdf
un siècle;ein Jahrhundert;100 ans, c'est ~,;755;42;C:\coding\voki\data\SerieVertes2.pdf
autrefois;früher;~, il n'y avait pas de CD.;775;42;C:\coding\voki\data\SerieVertes2.pdf
la Loire;die Loire (Fluss in Frankreich);;887;42;C:\coding\voki\data\SerieVertes2.pdf
l'Elbe (f.);die Elbe;;934;42;C:\coding\voki\data\SerieVertes2.pdf
le Mont-Blanc;der Mont-Blanc (höchster Berg Frankreichs und Europas, 4807 m hoch);;956;42;C:\coding\voki\data\SerieVertes2.pdf
haut/haute;hoch;;1047;42;C:\coding\voki\data\SerieVertes2.pdf
un fleuve;ein Fluss;;1070;42;C:\coding\voki\data\SerieVertes2.pdf
un argument;ein Argument;;1093;42;C:\coding\voki\data\SerieVertes2.pdf
le monde;die Sonne;die Welt;251;44;C:\coding\voki\data\SerieVertes2.pdf
la joie;eine Grenze;die Freude/das Vergnügen;275;44;C:\coding\voki\data\SerieVertes2.pdf
heureusement glücklicherweise;dein vergangenes Le-;;319;44;C:\coding\voki\data\SerieVertes2.pdf
t'as fait (fam.) = tu as fait;;du hast gemacht (ugs.);343;44;C:\coding\voki\data\SerieVertes2.pdf
faire du chemin;;eine tüchtige Strecke zurücklegen;387;44;C:\coding\voki\data\SerieVertes2.pdf
il fait du soleil;sich schon machen;die Sonne scheint;500;44;C:\coding\voki\data\SerieVertes2.pdf
il se fait tard;;es wird spät;523;44;C:\coding\voki\data\SerieVertes2.pdf
un walkman;;ein Walkman;627;44;C:\coding\voki\data\SerieVertes2.pdf
l'enfant au walkman;;das Kind mit dem Walkman;670;44;C:\coding\voki\data\SerieVertes2.pdf
même pas;eine Welle;nicht einmal;718;44;C:\coding\voki\data\SerieVertes2.pdf
(il n'a) pas besoin de faire qe;parallel;er braucht etw. nicht zu tun;741;44;C:\coding\voki\data\SerieVertes2.pdf
une idole;;ein Idol;786;44;C:\coding\voki\data\SerieVertes2.pdf
s'envoler;die Zukunft;weg-/davonfliegen;807;44;C:\coding\voki\data\SerieVertes2.pdf
on dirait que ...;ein Lächeln;man würde sagen, dass/ es scheint, dass ...;831;44;C:\coding\voki\data\SerieVertes2.pdf
planer;;hier: schweben/abgehoben sein;875;44;C:\coding\voki\data\SerieVertes2.pdf
la confusion;eine Träne;die Verwirrung;977;44;C:\coding\voki\data\SerieVertes2.pdf
une folie;;eine Verrücktheit;1022;44;C:\coding\voki\data\SerieVertes2.pdf
un corps;ein Gefühl;ein Körper;1047;44;C:\coding\voki\data\SerieVertes2.pdf
une lèvre;ein Wunsch/Begehren;eine Lippe;1067;44;C:\coding\voki\data\SerieVertes2.pdf
la solitude;hier: ein Verlangen;die Einsamkeit;1091;44;C:\coding\voki\data\SerieVertes2.pdf
la lassitude;eine Feder;die Müdigkeit;1114;44;C:\coding\voki\data\SerieVertes2.pdf
le désespoir;darauf brennen, etw.;die Verzweiflung;1136;44;C:\coding\voki\data\SerieVertes2.pdf
j'en ai marre (fam.);;ich habe die Nase voll (ugs.);1161;44;C:\coding\voki\data\SerieVertes2.pdf
l'âme (f.);die Haut;die Seele;1204;44;C:\coding\voki\data\SerieVertes2.pdf
un coin d'âme;darin;hier: ein Zufluchtsort in der Seele;1227;44;C:\coding\voki\data\SerieVertes2.pdf
un chagrin;hier: gegenwärtig;ein Kummer;1274;44;C:\coding\voki\data\SerieVertes2.pdf
Sylvie;weibl. Vorname;;370;2;C:\coding\voki\data\SerieVertes3.pdf
Christophe;männl. Vorname;;393;2;C:\coding\voki\data\SerieVertes3.pdf
l'Italie (f.);Italien;;415;2;C:\coding\voki\data\SerieVertes3.pdf
partir en Italie;nach Italien fahren;En été, beaucoup d'Allemands -1.;438;2;C:\coding\voki\data\SerieVertes3.pdf
"normal/normale; pl. normaux/normales";normal;;462;2;C:\coding\voki\data\SerieVertes3.pdf
normalement;normalerweise;~, je me couche à 10 heures du soir.;507;2;C:\coding\voki\data\SerieVertes3.pdf
la vérité;die Wahrheit;Elle ne ment jamais. Elle dit toujours ~.;528;2;C:\coding\voki\data\SerieVertes3.pdf
plutôt;eher/vielmehr/ziemlich;Tu vas bien? - Non, je vais ~ mal.;551;2;C:\coding\voki\data\SerieVertes3.pdf
Chris Donner;frz. Schriftsteller, geb. 1956;;576;2;C:\coding\voki\data\SerieVertes3.pdf
raisonnable;vernünftig;Antoine fait beaucoup de bêtises. Il n'est pas ~,;623;2;C:\coding\voki\data\SerieVertes3.pdf
prudent/prudente;vorsichtig;A vélo, il faut être -.;667;2;C:\coding\voki\data\SerieVertes3.pdf
une annotation;eine Anmerkung;;691;2;C:\coding\voki\data\SerieVertes3.pdf
bas/basse;niedrig, tief;+ haut/haute;711;2;C:\coding\voki\data\SerieVertes3.pdf
en bas de;unten auf/unten an;Regardez l'annotation ~ la page.;734;2;C:\coding\voki\data\SerieVertes3.pdf
tranquille;ruhig/still;C'est vraiment ennuyeux, un dimanche trop ~!;813;2;C:\coding\voki\data\SerieVertes3.pdf
la pluie;der Regen;+ il pleut;860;2;C:\coding\voki\data\SerieVertes3.pdf
un crabe;ein Krebs;A = un ~ + -> [D] = eine Krabbe;882;2;C:\coding\voki\data\SerieVertes3.pdf
sentir le gâteau;nach Kuchen riechen;Tu fais un gâteau? Je trouve que ça ~2 ici.;904;2;C:\coding\voki\data\SerieVertes3.pdf
un marin;ein Seemann;~ aime la mer.;925;2;C:\coding\voki\data\SerieVertes3.pdf
partir en mer;aufs Meer fahren;Il y a une tempête. On ne peut pas -.;950;2;C:\coding\voki\data\SerieVertes3.pdf
pousser qe;etw. schieben/stoßen;La route monte trop. Il faut ~ les vélos.;973;2;C:\coding\voki\data\SerieVertes3.pdf
des vagues toutes blanches;ganz weiße Wellen;Quand le vent est fort, il y a - .;993;2;C:\coding\voki\data\SerieVertes3.pdf
hisser qc;etw. hissen;;1019;2;C:\coding\voki\data\SerieVertes3.pdf
une voile;ein Segel;Hissons seulement ~ . Le vent est trop fort;1040;2;C:\coding\voki\data\SerieVertes3.pdf
sûrement;sicher/sicherlich (Adv.);On a fait la cuisine. Maman va ~ être contente.;1085;2;C:\coding\voki\data\SerieVertes3.pdf
empêcher qn de faire qc;jdn, daran hindern, etw. zu tun;Laisse-moi tranquille. Ne ~3 pas de travailler.;1132;2;C:\coding\voki\data\SerieVertes3.pdf
le sable;der Sand;Les petits enfants aiment jouer avec ~.;1175;2;C:\coding\voki\data\SerieVertes3.pdf
une piscine;ein Schwimmbad;En été, nous allons souvent à la -.;168;3;C:\coding\voki\data\SerieVertes3.pdf
rapide;schnell;Le TGV est -.;191;3;C:\coding\voki\data\SerieVertes3.pdf
rapidement;schnell (Ado.);Si on veut arriver à 9 heures, il faut marcher ~,;213;3;C:\coding\voki\data\SerieVertes3.pdf
complet/complète;komplett, vollständig;Une collection n'est presque jamais ~1.;259;3;C:\coding\voki\data\SerieVertes3.pdf
complètement;komplett/vollständig/ ganz (Adv.);Enfin, j'ai ~ fini mon travail!;304;3;C:\coding\voki\data\SerieVertes3.pdf
se retourner;sich umdrehen/umkippen;La voiture a raté le virage et ~~ 2,;373;3;C:\coding\voki\data\SerieVertes3.pdf
le courage;der Mut;Il faut souvent avoir du ~ pour dire la vérité.;421;3;C:\coding\voki\data\SerieVertes3.pdf
vraiment;wirklich (Adv.);C'est si difficile? - Oui, c'est - difficile.;464;3;C:\coding\voki\data\SerieVertes3.pdf
la respiration;die Atmung;;489;3;C:\coding\voki\data\SerieVertes3.pdf
couper qc;etw. (ab)schneiden;Il me faut un couteau pour ~ le pain.;509;3;C:\coding\voki\data\SerieVertes3.pdf
couper la respiration à qn;jdm. den Atem nehmen;;532;3;C:\coding\voki\data\SerieVertes3.pdf
à chaque fois que;jedes Mal wenn;;556;3;C:\coding\voki\data\SerieVertes3.pdf
éclater;platzen;Luc a eu un accident? - Oui, un pneu ~3.;577;3;C:\coding\voki\data\SerieVertes3.pdf
éclater de rire;in Lachen ausbrechen;Quand le clown tombe, le public ~4.;601;3;C:\coding\voki\data\SerieVertes3.pdf
un phare;ein Leuchtturm;~, c'est un guide pour les bateaux.;624;3;C:\coding\voki\data\SerieVertes3.pdf
Kerven;Ort an der bretonischen Küste (vom Autor erfunden);;647;3;C:\coding\voki\data\SerieVertes3.pdf
avant de faire qe;bevor man etw. tut;Réfléchis ~ écrire.;714;3;C:\coding\voki\data\SerieVertes3.pdf
reconnaître qn/qc;jdn./etw. wieder erkennen;On s'est déjà vus. Tu ne me -$ pas?;737;3;C:\coding\voki\data\SerieVertes3.pdf
le sud;der Süden;Marseille est dans ~ de la France.;782;3;C:\coding\voki\data\SerieVertes3.pdf
immédiat/immédiate;unmittelbar, direkt;;804;3;C:\coding\voki\data\SerieVertes3.pdf
immédiatement;unmittelbar/sofort (Adv.);tout de suite;847;3;C:\coding\voki\data\SerieVertes3.pdf
s'attendre à qe;sich auf etw, gefasst machen/auf etw. gefasst sein;Avec cette vieille voiture, il faut ~ tout.;942;3;C:\coding\voki\data\SerieVertes3.pdf
ramener qn;jdn. zurückbringen;Il est malade. Il faut le ~ en voiture.;1010;3;C:\coding\voki\data\SerieVertes3.pdf
lâcher qc;etw. loslassen;~ le volant est très imprudent.;1088;3;C:\coding\voki\data\SerieVertes3.pdf
s'installer;sich niederlassen;Pour bien voir, tu peux ~- 6 ici.;1110;3;C:\coding\voki\data\SerieVertes3.pdf
flotter;flattern;La voile -7 au vent.;1135;3;C:\coding\voki\data\SerieVertes3.pdf
autrement;anders (Ado.);Tu ne comprends pas? Alors, je vais t'expliquer ça ~,;1155;3;C:\coding\voki\data\SerieVertes3.pdf
vert de peur;blass vor Angst;;132;4;C:\coding\voki\data\SerieVertes3.pdf
une manœuvre  Une fausse ~, et le bateau se retourne.;ein Manöver;;157;4;C:\coding\voki\data\SerieVertes3.pdf
un rocher;ein Fels;Une côte pleine de ~1 est dangereuse.;180;4;C:\coding\voki\data\SerieVertes3.pdf
par derrière;von hinten;Un jeune est arrivé ~ et a volé le sac de la vieille dame.;202;4;C:\coding\voki\data\SerieVertes3.pdf
Vlan!;Wumms!;~! Un choc très fort. Les enfants crient.;248;4;C:\coding\voki\data\SerieVertes3.pdf
jeter qc/qn;etw./jdn. werfen;Dans la cour, Luc ~2 le ballon contre le mur.;273;4;C:\coding\voki\data\SerieVertes3.pdf
un cas;ein Fall;Son ~ est difficile: il n'a pas d'excuse.;315;4;C:\coding\voki\data\SerieVertes3.pdf
se souvenir de qc;sich an etw. erinnern;J'aime ~3 mes vacances en Bretagne.;339;4;C:\coding\voki\data\SerieVertes3.pdf
exactement;genau (Adv.);Pour décrire ~, il faut d'abord bien regarder.;362;4;C:\coding\voki\data\SerieVertes3.pdf
abandonner qn;jdn. verlassen/im Stich lassen;Je ne peux pas vivre sans toi. Ne ~4 pas.;408;4;C:\coding\voki\data\SerieVertes3.pdf
être paniqué/paniquée;von panischer Angst ergriffen sein;Il y a des gens qui ~5 quand ils sont en danger.;454;4;C:\coding\voki\data\SerieVertes3.pdf
une consigne;eine Anweisung;Fais attention aux ~6 avant de commencer ton travail.;500;4;C:\coding\voki\data\SerieVertes3.pdf
ne faire que faire qc;nichts anderes tun als;Nous n'aimons pas ce professeur parce qu'il ~7 critiquer.;546;4;C:\coding\voki\data\SerieVertes3.pdf
une corde;ein Seil;A la montagne: Ici, il faut ~ pour monter.;612;4;C:\coding\voki\data\SerieVertes3.pdf
lancer qc à qn;jdm. etw. zuwerfen;-*- moi la corde!;634;4;C:\coding\voki\data\SerieVertes3.pdf
s'accrocher à qc;sich an etw. klammern;-9-toi à la corde pour ne pas tomber.;658;4;C:\coding\voki\data\SerieVertes3.pdf
le poids;das Gewicht;Quel est ~ de ce paquet? - 2 kilos.;681;4;C:\coding\voki\data\SerieVertes3.pdf
de tout son poids;mit seinem ganzen Gewicht;;703;4;C:\coding\voki\data\SerieVertes3.pdf
en pleine mer;mitten im Meer/auf hoher See;-, on rencontre peu de bateaux.;748;4;C:\coding\voki\data\SerieVertes3.pdf
heureux/heureuse;glücklich;Il a enfin trouvé un emploi. Il est -.;826;4;C:\coding\voki\data\SerieVertes3.pdf
heureusement;glücklicherweise;Le bateau s'est retourné. ~, nous étions près de la côte.;870;4;C:\coding\voki\data\SerieVertes3.pdf
un gardien/une gardienne;hier: ein Leuchtturmwärter/eine Leuchtturmwärterin;~ doit surveiller son phare.;919;4;C:\coding\voki\data\SerieVertes3.pdf
envelopper qc/qn;etw./jdn. einwickeln;Pouvez-vous m'~ ce cadeau?;988;4;C:\coding\voki\data\SerieVertes3.pdf
une serviette;ein Handtuch;Lave-toi les mains. Voilà ~.;1009;4;C:\coding\voki\data\SerieVertes3.pdf
servir qe;etw. servieren;A la fin du repas, on ~1º le dessert.;1030;4;C:\coding\voki\data\SerieVertes3.pdf
sucrer qe;etw. zuckern;-+ le sucre;1054;4;C:\coding\voki\data\SerieVertes3.pdf
relever qe;etw. aufheben/wieder aufrichten;Notre tente s'est retournée. Il faut la -.;1078;4;C:\coding\voki\data\SerieVertes3.pdf
dessus;darauf;Il est sur le bateau? - Oui, il est ~~.;1123;4;C:\coding\voki\data\SerieVertes3.pdf
faire manger qn;jdn. füttern;Le soir, je ~1 mon petit frère.;135;5;C:\coding\voki\data\SerieVertes3.pdf
se remettre à faire qc;wieder anfangen etw.;A chaque fois que je lui donne à boire, il ~2 crier.;157;5;C:\coding\voki\data\SerieVertes3.pdf
faire pipi (fam.);Pipi machen (ugs.);;202;5;C:\coding\voki\data\SerieVertes3.pdf
une culotte;eine Unterhose;La mère achète des ~3 pour ses enfants.;225;5;C:\coding\voki\data\SerieVertes3.pdf
graver qe;etw. (ein)gravieren;Les amoureux ~4 leurs noms sur les arbres.;248;5;C:\coding\voki\data\SerieVertes3.pdf
suivant/suivante;die Bildung;;362;5;C:\coding\voki\data\SerieVertes3.pdf
résumer qc;Weihnachten;;407;5;C:\coding\voki\data\SerieVertes3.pdf
un auteur;eine (Schutz) Hütte;;453;5;C:\coding\voki\data\SerieVertes3.pdf
un contexte;Stadt in den frz. Alpen;;520;5;C:\coding\voki\data\SerieVertes3.pdf
une traduction;die Vergangenheit;;588;5;C:\coding\voki\data\SerieVertes3.pdf
employer qc;etw. verwenden;;782;5;C:\coding\voki\data\SerieVertes3.pdf
éviter qc;etw. vermeiden;;804;5;C:\coding\voki\data\SerieVertes3.pdf
le discours direct;die direkte Rede;;826;5;C:\coding\voki\data\SerieVertes3.pdf
un tableau/des tableaux;hier: eine Tabelle/Auf-;;872;5;C:\coding\voki\data\SerieVertes3.pdf
la pêche: der Fischfang;;le tourisme: der Tourismus;925;6;C:\coding\voki\data\SerieVertes3.pdf
un échange;ein Austausch;Beaucoup de lycées organisent ~.;1182;6;C:\coding\voki\data\SerieVertes3.pdf
Brême;Bremen;;1203;6;C:\coding\voki\data\SerieVertes3.pdf
calme;ruhig;Elle s'inquiète? - Non, elle est ~.;1226;6;C:\coding\voki\data\SerieVertes3.pdf
calmement;ruhig (Adv.);Il n'y a pas de danger. Sortez ~.;1251;6;C:\coding\voki\data\SerieVertes3.pdf
moins calmement que ...;weniger ruhig als ...;;1274;6;C:\coding\voki\data\SerieVertes3.pdf
Germinal;Titel eines Romans des frz. Schriftstellers Emile Zola (18401902) über einen Bergarbeiterstreik in Nordfrankreich;;137;7;C:\coding\voki\data\SerieVertes3.pdf
Arras;Stadt in Nordfrankreich;;273;7;C:\coding\voki\data\SerieVertes3.pdf
une photo de classe;ein Klassenfoto;;320;7;C:\coding\voki\data\SerieVertes3.pdf
possible;möglich;J'ai gagné un million. - Ce n'est pas ~!;343;7;C:\coding\voki\data\SerieVertes3.pdf
le plus rapidement possible;so schnell wie möglich;Réponds-moi vite, ~;366;7;C:\coding\voki\data\SerieVertes3.pdf
promettre à qn de faire qc;jdm. versprechen etw. zu tun;~1-moi de ne plus mentir.;388;7;C:\coding\voki\data\SerieVertes3.pdf
curieux/curieuse;neugierig, merkwürdig, seltsam;Elle veut tout savoir. Elle est ~- 2,;433;7;C:\coding\voki\data\SerieVertes3.pdf
être curieux de faire qc;gespannt sein etw. zu tun;Les élèves -3 voir leur nouveau professeur.;478;7;C:\coding\voki\data\SerieVertes3.pdf
futur/future;(zu)künftig;Une correspondante peut être une ~4 amie.;521;7;C:\coding\voki\data\SerieVertes3.pdf
voici;hier ist/hier sind;Tu as les tickets? - Oui, les ~.;568;7;C:\coding\voki\data\SerieVertes3.pdf
un visage;ein Gesicht;Je le trouve sympa. Il a ~ ouvert.;591;7;C:\coding\voki\data\SerieVertes3.pdf
un sourire;ein Lächeln;- sourire;613;7;C:\coding\voki\data\SerieVertes3.pdf
le mieux, c'est de faire qe;es ist am besten etw. zu tun;Quand on est malade, ~ se coucher.;638;7;C:\coding\voki\data\SerieVertes3.pdf
l'écoute (f.);das Hören;- écouter;683;7;C:\coding\voki\data\SerieVertes3.pdf
faciliter qe;etw. erleichtern;- facile;705;7;C:\coding\voki\data\SerieVertes3.pdf
la compréhension;das Verständnis;- comprendre;728;7;C:\coding\voki\data\SerieVertes3.pdf
se présenter;sich vorstellen;Est-ce que je peux ~5? Je m'appelle Lacroix.;750;7;C:\coding\voki\data\SerieVertes3.pdf
un thème;ein Thema;Le ~ de la leçon 2A est la préparation d'un échange.;793;7;C:\coding\voki\data\SerieVertes3.pdf
une feuille de papier;ein Blatt Papier;;933;7;C:\coding\voki\data\SerieVertes3.pdf
redistribuer qe;etw. wieder/erneut verteilen;;955;7;C:\coding\voki\data\SerieVertes3.pdf
une cassette vidéo;eine Videokassette;;1000;7;C:\coding\voki\data\SerieVertes3.pdf
une arrivée;eine Ankunft;- arriver;1111;7;C:\coding\voki\data\SerieVertes3.pdf
un car;ein Reisebus;Les groupes font souvent leurs voyages en ~.;1135;7;C:\coding\voki\data\SerieVertes3.pdf
plus de huit heures;mehr als acht Stunden;J'ai travaillé ~. C'est assez.;1181;7;C:\coding\voki\data\SerieVertes3.pdf
relire qe;etw. noch einmal/erneut lesen;- lire;133;8;C:\coding\voki\data\SerieVertes3.pdf
s'asseoir;sich setzen;~1-toi sur mon lit.;181;8;C:\coding\voki\data\SerieVertes3.pdf
être assis/assise;sitzen;Les élèves sont ~ en face de leur professeur.;202;8;C:\coding\voki\data\SerieVertes3.pdf
un accueil;ein Empfang/eine Aufnahme;J'ai reçu un très bon ~.;250;8;C:\coding\voki\data\SerieVertes3.pdf
une famille d'accueil;eine Gastfamilie;Ma ~ est venue me prendre à la gare.;294;8;C:\coding\voki\data\SerieVertes3.pdf
